macro_f1,average_precision,balanced_accuracy,pos_recall,top100,top500,fold
0.5480068707810841,0.08987070827025795,0.5277722477580231,0.05565622573129692,0.99,0.488,1
0.5548152561596273,0.0962451045842592,0.5316440199669565,0.06343863283272916,1.0,0.534,2
0.5488923548330283,0.08608452060139282,0.5282876040997847,0.056706369756602794,0.99,0.464,3
0.552889653371572,0.0933095760368747,0.5305006808479017,0.061108234075608496,1.0,0.512,4
0.5484429324055615,0.08949784298512,0.5280310998222719,0.056188503366131536,1.0,0.49,5
