estimator,c,pi_hat,expected_true_pos_corpus,struct_c_upper,struct_pi_lower,labeled_pos,ser_threat_unlinked
elkan_noto_e1,0.07560007504295681,0.24255963473762276,254342.21155463753,0.6983581657746275,0.026371002197265625,19311,8341
